	log2_fold_change	p_value	q_value
2373_gene	3.12296691203991	0.465565340197471	0.69828043912927
2674_gene	3.12300431973932	0.465559996309703	0.69828043912927
3825_gene	3.1230048939316	0.465559914068888	0.69828043912927
9873_gene	3.12301814503419	0.465558021086255	0.69828043912927
898_gene	0.191496537217354	0.465678329559534	0.698348549944598
6876_gene	-0.125843908373237	0.465807785259419	0.698441330944695
1863_gene	-0.208950963671334	0.465906947664648	0.698488669253804
144_gene	1.69303794548529	0.466168915279846	0.698780036336224
3556_gene	0.187074088974226	0.46638238802236	0.698998636377529
4022_gene	0.221814000837675	0.466808054621294	0.699230966293152
7126_gene	-0.168296755170641	0.466759794453791	0.699230966293152
10375_gene	-0.359399941339979	0.466605620245967	0.699230966293152
9538_gene	1.91472822692941	0.466691363717174	0.699230966293152
230_gene	1.28015587075184	0.467272801445015	0.699825671033737
7358_gene	0.146844079928575	0.467381597460321	0.699887179851465
3221_gene	-0.195528147834718	0.467810830927543	0.700428444915275
2521_gene	-0.169348482454324	0.468042552302574	0.700673871576822
6656_gene	1.69519512370769	0.468320929621831	0.700989062385864
3658_gene	-0.425897076869773	0.468631429560656	0.701352236506853
9715_gene	-0.497081486933589	0.468898111320144	0.701649736806018
4295_gene	0.215305801030653	0.46903363271782	0.7017509136392
6546_gene	0.411779462336422	0.469182694609455	0.701872317037364
10629_gene	-0.809078737917896	0.469494900206553	0.701932913590064
108_gene	3.09603288607164	0.469485727065418	0.701932913590064
6985_gene	3.09603288607164	0.469485727065418	0.701932913590064
9409_gene	3.09603288607164	0.469485727065418	0.701932913590064
5795_gene	0.173982063431006	0.469680942452487	0.70210515239678
5915_gene	0.568882023532344	0.469745986420683	0.70210515239678
4713_gene	-0.413784744826084	0.469825618789585	0.702122623943827
1623_gene	0.186021975474651	0.470010441497023	0.702297267557871
4531_gene	-1.07775532969942	0.470146928032042	0.702399646419419
9721_gene	-0.438475718384597	0.47043724372591	0.702731783270245
2609_gene	-0.190332893929978	0.470525758217228	0.702762420207665
6411_gene	0.136957711514895	0.470748311893911	0.7029932160566
3110_gene	-0.234170403430776	0.470891890121651	0.703106024059695
1885_gene	-0.444070222691479	0.471214576100553	0.703384577411977
8830_gene	0.276634123556609	0.471152872098197	0.703384577411977
6920_gene	0.38433979967498	0.471652183095898	0.703936114978771
1107_gene	0.178791251331787	0.471750234523129	0.70398078318585
1800_gene	-0.273296151875997	0.471898027576001	0.703998010245474
10648_gene	-1.48652338751767	0.471841300204588	0.703998010245474
9449_gene	-0.441633809909943	0.472109253919379	0.704211465069697
6811_gene	1.25630134144581	0.472262571722232	0.704338492737414
5781_gene	-0.417536281855152	0.472618702965859	0.704767918679536
4676_gene	0.119739091045158	0.472725405622575	0.704773455829109
8920_gene	-0.572782036236622	0.472758815154575	0.704773455829109
2084_gene	0.209933919620169	0.472867591236363	0.704833937377265
6326_gene	0.202858607449188	0.472938317476741	0.70483769437621
5141_gene	1.32900771961469	0.473101877801229	0.704881421979299
10465_gene	0.580417288161053	0.473104078077068	0.704881421979299
2289_gene	0.161987555445491	0.473571639377234	0.705209551355017
4057_gene	-0.266291068323089	0.473549327298776	0.705209551355017
8514_gene	2.6083098441093	0.473407412205782	0.705209551355017
9747_gene	-0.205786030921586	0.473597279504917	0.705209551355017
7104_gene	-0.438690657853755	0.473750116024504	0.705335499063135
4701_gene	0.228437442157002	0.474000348869076	0.705606396602281
7035_gene	0.425700025642641	0.474175335486302	0.705663582505104
10493_gene	-0.195633551389937	0.474134700027681	0.705663582505104
706_gene	0.176854570709339	0.474487513966367	0.705721642102539
8663_gene	0.33173221094285	0.47430945793572	0.705721642102539
8976_gene	-0.189799569422186	0.474388220295801	0.705721642102539
9627_gene	-0.208429450841969	0.474420360096128	0.705721642102539
2443_gene	-0.539459389911376	0.474559132999121	0.705726590935806
10667_gene	-0.161047329446257	0.475259462370769	0.706666371818637
1150_gene	0.149049438116157	0.475404759442836	0.706780719908253
8357_gene	-0.225801329186391	0.475542293613789	0.706883495714168
960_gene	0.156011297159601	0.475845364770224	0.70722052363215
9774_gene	-1.52031340812674	0.475905895233014	0.70722052363215
2135_gene	-0.182087921901797	0.476232396240996	0.70760396588849
6452_gene	3.04756106356044	0.476586553442967	0.707733944912225
9534_gene	-0.13338398592496	0.476443461773912	0.707733944912225
5134_gene	3.04751083503586	0.476593818719196	0.707733944912225
6554_gene	3.04756106356044	0.476586553442967	0.707733944912225
2125_gene	-2.44034164961634	0.476794597061796	0.707765873278301
3055_gene	0.922765483135213	0.476957764806473	0.707765873278301
3245_gene	-0.862401849810841	0.476920524329347	0.707765873278301
5430_gene	0.206534793651798	0.4768356537898	0.707765873278301
6026_gene	0.402702811548039	0.476930426715524	0.707765873278301
4005_gene	0.233134960987967	0.477106173470848	0.707884450344256
3812_gene	-0.253981959776822	0.477364919163271	0.708019862914505
7001_gene	-1.35906465882244	0.477286768097582	0.708019862914505
10373_gene	2.51946930271204	0.477402980916225	0.708019862914505
9762_gene	0.526394822002295	0.477644170980423	0.708275916618122
5859_gene	0.208161173966702	0.478060408299232	0.708689751737808
6907_gene	1.32712548574116	0.478003386974784	0.708689751737808
511_gene	0.708388966756411	0.478348706800468	0.708913743880114
927_gene	-0.205188373808641	0.478280831958137	0.708913743880114
1389_gene	0.933795593317934	0.478854297568752	0.709561272021147
2971_gene	0.312311185229081	0.47906299742702	0.70976874772915
2227_gene	-0.566100294359016	0.479383133568055	0.709937704541743
4333_gene	-0.122268032013921	0.479367195018272	0.709937704541743
10606_gene	0.612815376194746	0.479366414867245	0.709937704541743
2770_gene	-0.300455548344081	0.479515793055913	0.710032412299728
10329_gene	-1.63274661796659	0.479618331451139	0.710082498168492
4316_gene	-0.203193306213967	0.479814188399699	0.710270709486103
9355_gene	-0.259198836644387	0.480007005956163	0.710454368311513
7277_gene	0.166694502339379	0.480362050317755	0.710878050692207
1169_gene	1.59642096244836	0.480494715808457	0.71093296879079
8391_gene	-0.226393319171373	0.480536751209954	0.71093296879079
9569_gene	-0.393900959522095	0.480682745942136	0.710945398105916
10347_gene	-0.294851514433218	0.480642035481762	0.710945398105916
3965_gene	-0.208093004731657	0.481127545336934	0.711501438682295
3086_gene	1.36542514862513	0.481591871024798	0.711623460717092
4798_gene	0.244763780140881	0.481406544663421	0.711623460717092
6613_gene	0.190322052006907	0.481287056647171	0.711623460717092
8098_gene	-0.320707581972752	0.481623232461326	0.711623460717092
8633_gene	0.503785152482879	0.4815233723689	0.711623460717092
9352_gene	0.657661456336726	0.481476997137898	0.711623460717092
82_gene	-0.22644300799438	0.482162631397309	0.712251491585907
3410_gene	-0.178305288062885	0.482186126875847	0.712251491585907
665_gene	0.177949120664229	0.482796497505336	0.712643765922032
879_gene	0.307742464252305	0.482779849672893	0.712643765922032
2249_gene	-0.20444086694254	0.482743754188413	0.712643765922032
3277_gene	0.152159241266549	0.482656099915541	0.712643765922032
8904_gene	-0.881419303197261	0.482587224561358	0.712643765922032
4410_gene	1.87189677078394	0.482918714892348	0.712722364995362
5503_gene	0.183383356939457	0.483181392494325	0.712906412055448
5772_gene	-0.250958183436759	0.483176858200487	0.712906412055448
278_gene	0.276364697560906	0.483415982172572	0.713048923746983
2763_gene	0.680120210403011	0.483404078654109	0.713048923746983
4873_gene	0.609138034580565	0.48379101407784	0.713374722496622
6877_gene	-0.112430865388819	0.483843954904086	0.713374722496622
10545_gene	-0.189041802230342	0.483784433149667	0.713374722496622
10775_gene	-0.243927178207181	0.484105171895494	0.713658037998294
3071_gene	-0.183089610188367	0.484873741740317	0.714587171583633
5305_gene	0.310682261958008	0.484855412919674	0.714587171583633
417_gene	0.230150450458578	0.485158013988127	0.714814197224828
6715_gene	-1.30539209955643	0.485304471427268	0.714814197224828
9367_gene	0.228307440757534	0.485219617817657	0.714814197224828
3757_gene	1.87387768078575	0.485248975636774	0.714814197224828
371_gene	-0.279836780599967	0.485427802720561	0.714893959429141
6139_gene	-0.183414382860953	0.485784101756335	0.715316743737528
3022_gene	-0.13483560392869	0.485920940262943	0.715337088467454
10288_gene	-0.213902013909333	0.485936361625849	0.715337088467454
5648_gene	0.368906448874232	0.486063460598995	0.715422276289705
10268_gene	-0.284419633829669	0.486593544838863	0.716100497346171
10005_gene	0.314401789027482	0.486890091740395	0.716434886522177
2934_gene	0.178343255885656	0.487183653901564	0.716764789211099
5773_gene	-0.376153793439138	0.487300452556179	0.716834573197943
2284_gene	0.246900007368121	0.488297259484649	0.718096467840382
6126_gene	1.41783319520808	0.488252657964012	0.718096467840382
1966_gene	0.224932605417411	0.488395226232971	0.718138342044895
1120_gene	-0.29255249353397	0.488545324373342	0.718256847641787
8596_gene	-0.320254091549216	0.4886440672589	0.718299828030366
1434_gene	-0.143632941345413	0.488787466248994	0.718306267948963
10389_gene	-0.490191362507594	0.488770799986931	0.718306267948963
7643_gene	-0.185469237836232	0.489040524707758	0.718573702724155
9486_gene	0.526581847634412	0.489166463464987	0.718573702724155
2669_gene	1.74827769263404	0.489178052899596	0.718573702724155
1220_gene	-0.185650254144455	0.489275428447412	0.718614593174468
3846_gene	-1.37399467799285	0.489638325866353	0.718946007648723
9714_gene	1.20527891960329	0.48964021693746	0.718946007648723
10731_gene	0.19208951753516	0.489826269942733	0.719117015710783
3323_gene	-0.180316402374302	0.490067905518937	0.719369564720553
1408_gene	-0.204117819097091	0.490435049471376	0.719806249288056
4492_gene	-1.51586774795009	0.490674299922445	0.72001559596131
9392_gene	0.392216818859127	0.490717035257936	0.72001559596131
6919_gene	0.216558213989134	0.491035613745235	0.720380754179907
8766_gene	0.515511729487428	0.491201341632224	0.72052159892511
2649_gene	-0.304004988766127	0.49145815936888	0.720591461253974
6737_gene	1.53387944677698	0.491401348838894	0.720591461253974
10573_gene	-0.164520352873794	0.49142754313913	0.720591461253974
893_gene	-0.216872673994065	0.49168509542887	0.720719684561978
2326_gene	0.206080352746131	0.491657185871449	0.720719684561978
425_gene	-0.155620039408565	0.491949469409599	0.721004937863962
2693_gene	-0.198514352046344	0.492434476953372	0.721186762051002
3116_gene	0.199036903442053	0.492459773366611	0.721186762051002
3535_gene	-0.240456121731719	0.492304450234897	0.721186762051002
4575_gene	1.77336508025767	0.49226490120439	0.721186762051002
7127_gene	-0.29585604224018	0.492400930011896	0.721186762051002
10046_gene	0.329661754665478	0.492492256608663	0.721186762051002
250_gene	-0.506577828425235	0.493057861921231	0.721462996636387
4256_gene	0.151002939242969	0.492783593949524	0.721462996636387
6529_gene	-0.231415601489125	0.493136261632775	0.721462996636387
7836_gene	0.180679996128386	0.493093806547903	0.721462996636387
9421_gene	0.767816453497989	0.49321512131993	0.721462996636387
9588_gene	-0.305802438823747	0.493127606001642	0.721462996636387
9798_gene	-0.426824057032477	0.493239410802794	0.721462996636387
10369_gene	-0.291314712147465	0.492975903252194	0.721462996636387
1906_gene	0.261920553622896	0.493820715516142	0.722211049270282
2839_gene	0.174273153005595	0.494119760946734	0.722239548744491
9076_gene	0.2055158589022	0.493995270721808	0.722239548744491
9208_gene	-0.328588640441918	0.493955716821402	0.722239548744491
10124_gene	0.383305783724896	0.494076344396438	0.722239548744491
799_gene	0.220132460105203	0.494690921997442	0.722665534057332
5579_gene	-0.229031216082499	0.494689086252879	0.722665534057332
6940_gene	0.242881543918381	0.494584206830954	0.722665534057332
7293_gene	-0.141411077930743	0.494561451469198	0.722665534057332
4494_gene	-0.7323833155628	0.494768534580906	0.722676754255701
8763_gene	-0.287004351757464	0.495035023700633	0.722963812171049
4659_gene	0.248490368835523	0.495302146032437	0.723251713593219
3960_gene	-0.48493630656014	0.4954630859917	0.723384505600202
9842_gene	2.83576755699233	0.495721201444714	0.723659117916327
2577_gene	-0.461802232110818	0.496843523061723	0.724174517443079
3230_gene	0.183256285542552	0.496565850727988	0.724174517443079
4070_gene	0.635027191440719	0.496749493129505	0.724174517443079
4396_gene	0.193706480549218	0.496536100016406	0.724174517443079
5077_gene	0.173510942455748	0.49626869852105	0.724174517443079
5164_gene	-0.211629174133661	0.496775060630819	0.724174517443079
7579_gene	0.221872870938147	0.496845106316182	0.724174517443079
7873_gene	-0.139786059034105	0.496536874011799	0.724174517443079
9196_gene	-0.348031002952707	0.496672441147771	0.724174517443079
9365_gene	1.27025632865369	0.4961516409904	0.724174517443079
10231_gene	0.16684598623176	0.496452908386841	0.724174517443079
2830_gene	0.282337083003606	0.497016481456133	0.724230895119572
7740_gene	-1.68360406857792	0.497023950860074	0.724230895119572
10377_gene	0.918407726985829	0.497171936745544	0.724344395083667
10259_gene	-0.116422505559802	0.497258264816518	0.724368044631223
8347_gene	-0.18894088158663	0.497521341037595	0.724649124493659
2764_gene	-0.611668364879858	0.49762428245399	0.724696918669607
777_gene	-0.18458141620537	0.498403704175053	0.724758308857621
1634_gene	-0.167208883805475	0.499100107161444	0.724758308857621
1789_gene	0.416030402129643	0.498821206111081	0.724758308857621
1795_gene	0.427317761900938	0.499110727398101	0.724758308857621
1981_gene	-0.184060007723206	0.499405812126795	0.724758308857621
2008_gene	0.367710928400304	0.499354295060134	0.724758308857621
2622_gene	0.467353841075048	0.499485038360859	0.724758308857621
3037_gene	0.273320086722324	0.499489904749756	0.724758308857621
4283_gene	-1.08045040500553	0.498893702664819	0.724758308857621
5563_gene	0.12330584921584	0.499065230323334	0.724758308857621
6526_gene	-0.197772103055543	0.498124312452107	0.724758308857621
6548_gene	-0.357875143511777	0.498664956405818	0.724758308857621
6944_gene	-0.140018511156036	0.498982450934042	0.724758308857621
7024_gene	-0.190208591768722	0.499135165737455	0.724758308857621
7037_gene	-0.549837707655794	0.497761813041917	0.724758308857621
8478_gene	0.728053406497685	0.498805039068432	0.724758308857621
8491_gene	-0.329627322752067	0.499204094544954	0.724758308857621
8778_gene	0.354643211546045	0.49791740632531	0.724758308857621
8806_gene	-0.21939508137821	0.499394672690346	0.724758308857621
9213_gene	0.302980465302046	0.498027604241113	0.724758308857621
9933_gene	0.347864415013549	0.498208605076213	0.724758308857621
68_gene	2.90009647674242	0.498546779308083	0.724758308857621
6285_gene	0.748063562555581	0.497858706357392	0.724758308857621
6557_gene	2.90008659464157	0.498548242710457	0.724758308857621
9436_gene	2.84758837156859	0.49838455377263	0.724758308857621
9688_gene	2.90014685086493	0.49853931963654	0.724758308857621
2482_gene	0.705096557127726	0.499614429393939	0.72483412045283
8346_gene	-0.185395123091249	0.499682434111279	0.72483412045283
4513_gene	0.149238043317224	0.499823996364327	0.724937709253187
4201_gene	0.202748686226438	0.499958440442386	0.72503094632776
5817_gene	-0.127944497800086	0.500108181693597	0.72504460572694
6421_gene	0.327469304078108	0.500091256256891	0.72504460572694
3280_gene	0.198508545323851	0.500419325408203	0.725393927446819
1633_gene	-0.183416945382604	0.500718339684287	0.725725571149708
